name,category,website,delete,comments,city,lat,lon,
Berith Östlunds Familjedaghem,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,291995","18,065258",
Etni AB,landscaping,http://www.etni.se/,2,Gardening,Stockholm,"59,2609591","18,0430192",
Ett Litet Spa Vasastan,landscaping,Ingen webbplats,2,Spa,Stockholm,"59,3439355","18,0546682",
Familjedaghemmet Skogsharen,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,3442357","17,905674",
Familjedaghemmet Små Grodorna,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,279959","17,886993",
Flinks Järn,landscaping,http://www.flinks.se,2,Not relevant,Stockholm,"59,2806305","17,91758",
Fyngatan Fritidshem,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,4044122","17,9369795",
Gullungarnas Familjedaghem,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,282419","17,986146",
Landskapslaget,landscaping,,2,Above,Stockholm,"59,3192794","18,0698308",
Lindborgs Snickerier,landscaping,http://www.lindborg.se,2,building company,Stockholm,"59,3178188","18,0491945",
Maria Morner Sjukgymnastik och Friskvard,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,3161271","18,044035",
Myhrbergs Byggservice AB,landscaping,http://www.myhrbergs.se/,2,building company,Stockholm,"59,3179504","18,0491987",
Nordisk Inredningslogistik,landscaping,http://www.nilog.se,2,Logistic,Stockholm,"59,353529","17,963372",
Sjoresebyra i Sverige,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,325141","18,072614",
Spanga Markplaneringar,landscaping,Ingen webbplats,2,building company,Stockholm,"59,384442","17,909845",
Stenmännen AB,landscaping,http://Stenmannen.se/,2,landscape architects,Stockholm,"59,3786568","17,9041165",
Stensattar'n Jonas Siverby,landscaping,Ingen webbplats,2,,Stockholm,"59,300348","18,058552",
Trädmästarna,landscaping,https://www.tradmastarna.se/offertforfragan/,2,Not relevant,Stockholm,"59,3317624","18,0145536",
Waldorfforskolan S T Orjansgardens Barntradgard,landscaping,Ingen webbplats,2,Not relevant,Stockholm,"59,341996","18,049516",
Azote Library,library,https://www.azotelibrary.com/,2,Not relevant,Stockholm,"59,34859","18,05087",
Bibliotekarierummet,library,https://www.bonnierforlagen.se/bibliotekarierummet/,2,Not relevant,Stockholm,"59,3383712","18,0612874",
Biblioteken linje 17,library,http://biblioteket.stockholm.se/,2,Temporary group,Stockholm,"59,2908562","18,1160222",
Biblioteket på AF,library,https://adolffredriksmusikklasser.stockholm/det-har-ar-adolf-fredriks-musikklasser/skolbiblioteket/,2,Skolbibliotek,Stockholm,"59,3380133","18,0507156",
Bibliotekets Vanner Vallingby Hasselby Spanga,library,Ingen webbplats,2,Not relevant,Stockholm,"59,372232","17,89237",
Bibliotekets Vänner Kungsholmen,library,Ingen webbplats,2,Not relevant,Stockholm,"59,333027","18,042563",
Biblioteksbladet,library,http://biblioteksbladet.se/,2,Members magazin,Stockholm,"59,31321","18,08108",
Bibliotekstan,library,http://www.bibliotekstan.se/,2,Shopping mall,Stockholm,"59,3338834","18,0713647",
Geobiblioteket,library,Ingen webbplats,2,Uppsala,Stockholm,"59,365416","18,057124",
Havstruten,library,Ingen webbplats,2,Not relevant,Stockholm,"59,336876","18,072202",
Hedin Media,library,http://www.hedin.com/,2,Not relevant,Stockholm,"59,33047","17,938204",
Internationella Biblioteket,library,http://www.interbib.se,2,Not relevant,Stockholm,"59,343246","18,053541",
Kth Electrumbiblioteket,library,Ingen webbplats,2,Not found,Stockholm,"59,4051053","17,9489994",
Kungl Biblioteket,library,http://www.kb.se,2,Exists as Kungliga biblioteket,Stockholm,"59,336248","18,095665",
Rusta biblioteken,library,http://rustabiblioteken.se/,2,Event,Stockholm,"59,3362678","18,0592193",
Serafens bibliotek,library,http://www.stockholm.se,2,Not relevant,Stockholm,"59,33202","18,06417",
Slussen stockholm,library,Ingen webbplats,2,Not relevant,Stockholm,"59,32004","18,07133",
Tekniska Nämndhuset,library,http://www.stockholm.se,2,Not relevant,Stockholm,"59,332703","18,047999",
Tellus Fritidscenter,library,http://kultur.stockholm/tellus-fritdscenter,2,Closed,Stockholm,"59,3153404","18,0370297",
Traneberg Kullaberg,library,Ingen webbplats,2,Not relevant,Stockholm,"59,341754","17,98422",
Wasatornet Invest,library,Ingen webbplats,2,Not relevant,Stockholm,"59,3345408","18,0728059",
Стокгольмська громадська бібліотека,library,https://biblioteket.stockholm.se/,2,Not relevant,Stockholm,"59,34338","18,0543",
AB Storstad Medieproduktion,mass_media,http://www.storstadmedieproduktion.se/,2,,Stockholm,"59,3249033","18,0697558",
Abaton Produktion AB,mass_media,http://abaton.se/,2,,Stockholm,"59,336338","18,053309",
Adviser,mass_media,http://www.adviser.se/,2,,Stockholm,"59,3203307","18,0645211",
AGFO,mass_media,https://agfo.se/,2,,Stockholm,"59,3389636","18,0142577",
All Ears,mass_media,http://allears.ai/,2,,Stockholm,"59,32461","18,07149",
Another Media Group,mass_media,https://anothermedia.se/kontakt,2,,Stockholm,"59,3203309","18,0646004",
AR Media International,mass_media,https://www.armedia.se/,2,,Stockholm,"59,2973278","18,0165698",
Bankfinder.se,mass_media,https://www.bankfinder.se/,2,,Stockholm,"59,3136355","18,0748386",
Bergman Illustrerat,mass_media,http://Www.bergmanillustrerat.com/,2,,Stockholm,"59,3419474","18,0477729",
Bernskiold,mass_media,https://www.bernskiold.com/,2,,Stockholm,"59,3301406","18,0556318",
Black Pixel AB,mass_media,https://www.blackpixel.se/,2,closed,Stockholm,"59,3378269","18,0914185",
Blandaren,mass_media,http://www.blandaren.se/,2,,Stockholm,"59,35049","18,06999",
BrightBid,mass_media,http://brightbid.com/,2,,Stockholm,"59,3366133","18,0688934",
BrittonBritton,mass_media,http://www.brittonbritton.com/,2,,Stockholm,"59,33815","18,0670795",
Byggindustrin,mass_media,https://www.byggindustrin.se/,2,,Stockholm,"59,3270296","18,0153231",
Byggnadsarbetaren,mass_media,http://www.byggnadsarbetaren.se/,2,,Stockholm,"59,334622","18,0576111",
bytbil.com,mass_media,https://www.bytbil.com/,2,,Stockholm,"59,332257","18,053089",
Calidris Förlag,mass_media,https://www.calidrisforlag.se/,2,,Stockholm,"59,3282338","18,0052464",
Camabo Media Production,mass_media,https://camabomedia.se/,2,,Stockholm,"59,3451909","18,0461494",
CO.Film,mass_media,http://www.co-film.se/,2,,Stockholm,"59,313011","18,0536988",
Computer Sweden,mass_media,https://computersweden.idg.se/,2,,Stockholm,"59,31295","18,06828",
Dagligvarunytt,mass_media,http://www.dagligvarunytt.se/,2,,Stockholm,"59,32705","18,01527",
Damernas Värld,mass_media,https://damernasvarld.expressen.se/,2,,Stockholm,"59,32705","18,01527",
Dare Television,mass_media,http://www.daretelevision.com/,2,Closed,Stockholm,"59,3516665","18,1055401",
Di Gasell,mass_media,http://gasell.di.se/,2,,Stockholm,"59,3270493","18,0152702",
DN Kultur,mass_media,http://www.dn.se/dn-i-sociala-medier/,2,,Stockholm,"59,3279315","18,0153484",
Dramaski,mass_media,http://dramaski.se/,2,,Stockholm,"59,3434045","18,0524915",
Dwise,mass_media,http://www.dwise.se/,2,,Stockholm,"59,3372518","18,0721476",
ELLE Sverige,mass_media,https://www.elle.se/,2,,Stockholm,"59,3364851","18,0773061",
Fastighetsfolket,mass_media,http://www.fastighetsfolket.se/,2,,Stockholm,"59,3342122","18,0565904",
Fikra,mass_media,http://www.fikra.se/,2,,Stockholm,"59,315821","18,039994",
Freewater Pictures,mass_media,http://www.freewaterpictures.se/,2,,Stockholm,"59,405461","17,945894",
Friends Agenda,mass_media,http://www.friendsagenda.se/,2,,Stockholm,"59,3135912","18,0755487",
Frost Studio,mass_media,http://froststudio.se/,2,,Stockholm,"59,3488757","18,0470823",
Global Bar Magazine,mass_media,http://www.globalbar.se/,2,,Stockholm,"59,31539","18,07101",
Hell  Sinky,mass_media,https://hellsinky.art/,2,French,Stockholm,"59,30316","18,092347",
Hippson Premium,mass_media,https://www.hippson.se/,2,,Stockholm,"59,33425","18,0613",
Hockeysverige,mass_media,https://www.hockeysverige.se/,2,,Stockholm,"59,3342514","18,0613003",
HowCom,mass_media,https://www.howcom.se/,2,,Stockholm,"59,3354914","18,0331488",
Human Performance,mass_media,http://www.humanperformance.se/,2,,Stockholm,"59,3366688","18,0347642",
Jarowskij,mass_media,http://www.jarowskij.se/,2,,Stockholm,"59,343866","18,117125",
JCDecaux Sverige AB,mass_media,https://jcdecaux.se/,2,,Stockholm,"59,3356544","18,0725538",
King Street Media,mass_media,http://www.kingstreetmedia.se/,2,,Stockholm,"59,3360938","18,0709862",
Klara Färdiga Film,mass_media,http://www.klarafardigafilm.se/,2,,Stockholm,"59,33226","18,0579602",
Lava Förlag,mass_media,https://www.lavaforlag.se/,2,,Stockholm,"59,3282322","18,0052725",
LinQ Media Group,mass_media,http://Linqmg.com/,2,,Stockholm,"59,3360248","18,0299515",
Mastiff Sweden,mass_media,http://www.mastiff.se/,2,,Stockholm,"59,3438028","18,1163748",
Metropole Sverige,mass_media,http://www.metropole.se/,2,,Stockholm,"59,3175627","18,0478266",
Mobile Links Europe AB,mass_media,http://www.mobilelinks.se/,2,,Stockholm,"59,34294","18,11239",
Musit Musikproduktion och Ljudteknik,mass_media,Ingen webbplats,2,,Stockholm,"59,284535","17,991957",
Nanofilm,mass_media,http://www.nanofilm.se/,2,,Stockholm,"59,3463681","18,0414169",
News55,mass_media,http://www.news55.se/,2,,Stockholm,"59,33595","18,06988",
Nordic Success Publishing,mass_media,https://successpublish.se/,2,,Stockholm,"59,3416543","18,0908868",
Notrex,mass_media,https://www.notrex.se/,2,,Stockholm,"59,3363082","18,0626915",
Novoterm Translation AB,mass_media,https://www.novoterm.se/,2,,Stockholm,"59,3369691","18,0325094",
On Nox Pictures,mass_media,http://www.onnoxpictures.com/,2,,Stockholm,"59,3426391","18,0889839",
P3 Dokumentär,mass_media,http://sverigesradio.se/p3dokumentar,2,,Stockholm,"59,33464","18,10133",
Persian Events,mass_media,http://www.volek.info/,2,,Stockholm,"59,35","18,0667",
Politism,mass_media,http://politism.se/,2,Closed,Stockholm,"59,332226","18,052641",
Prat PR,mass_media,http://www.prat.se/blogg,2,,Stockholm,"59,3418926","18,0621465",
Rehnberg & Swartz,mass_media,http://rehnbergswartz.se/,2,,Stockholm,"59,33607","18,07507",
Rockshot,mass_media,http://www.rockshot.com/,2,,Stockholm,"59,3289975","18,0471683",
Råd & Rön,mass_media,http://www.radron.se/,2,,Stockholm,"59,315529","18,034833",
Scream,mass_media,http://www.scream.se/,2,,Stockholm,"59,33338","18,07583",
Shoot Locations,mass_media,http://www.shootlocations.se/,2,Closed,Stockholm,"59,341774","18,0383052",
Shopello,mass_media,https://www.shopello.se/,2,,Stockholm,"59,3320378","18,0680343",
Shortlist,mass_media,http://www.shortlist.se,2,,Stockholm,"59,3382312","18,038282",
SkyShowtime,mass_media,https://www.skyshowtime.com/se/social-terms/competition,2,,Stockholm,"59,33122","18,049233",
Slussen Building Services (Slussen.biz),mass_media,http://www.slussen.biz/,2,,Stockholm,"59,3552055","17,9601256",
SNASK,mass_media,http://www.snask.com/,2,,Stockholm,"59,3123034","18,0795494",
South Square Publishing,mass_media,http://www.squarepublishing.se/,2,,Stockholm,"59,3169642","18,0812541",
Språktidningen,mass_media,http://www.spraktidningen.se/,2,,Stockholm,"59,32356","18,07499",
StoryClub,mass_media,http://www.storyclub.se/,2,Closed,Stockholm,"59,33564","18,06464",
Sulkysport AB,mass_media,http://www.sulkysport.se/,2,,Stockholm,"59,33221","18,00695",
Svenska Barnprogram AB,mass_media,https://www.svtplay.se/bilakuten,2,,Stockholm,"59,2949947","17,9635696",
SVT Nyheter,mass_media,http://svt.se/,2,,Stockholm,"59,33553","18,10133",
Tale,mass_media,http://www.talecontent.se/,2,,Stockholm,"59,330501","18,0781201",
Talkshow i P1,mass_media,https://sverigesradio.se/talkshow-i-p1,2,,Stockholm,"59,3346405","18,1013298",
The Local Sweden,mass_media,https://thelocal.se/,2,,Stockholm,"59,3307236","18,0595506",
Tidningsutgivarna,mass_media,https://via.tt.se/pressrum/tu---medier-i-sverige?publisherId=953513,2,,Stockholm,"59,3343099","18,0585032",
Tidskriften Arkitektur,mass_media,http://www.arkitektur.se/,2,,Stockholm,"59,3341222","18,0900757",
Travronden,mass_media,https://www.travronden.se/,2,,Stockholm,"59,3533518","17,9570233",
Turbin,mass_media,http://turbin.se/,2,,Stockholm,"59,3189342","18,0713357",
Tönt,mass_media,https://www.tont.se/,2,,Stockholm,"59,3103252","18,0866957",
Viaplay Group,mass_media,https://www.viaplaygroup.com/,2,,Stockholm,"59,3100303","18,0592669",
Art N Dito,media_agency,http://artndito.se/,2,,Stockholm,"59,2944008","18,0707331",
Ballad Film,media_agency,http://www.balladfilm.se/,2,,Stockholm,"59,31293","18,07871",
Blås-Basen,media_agency,http://www.blas-basen.se,2,,Stockholm,"59,360692","17,870108",
Centralfilm,media_agency,http://www.centralfilm.se,2,,Stockholm,"59,29643","18,105346",
Copacabana Television,media_agency,Ingen webbplats,2,,Stockholm,"59,3371676","18,085591",
Dog Pound,media_agency,http://www.fido.se,2,,Stockholm,"59,303525","18,076834",
Drakfilm Produktion,media_agency,http://www.drakfilm.se,2,Closed,Stockholm,"59,312363","18,079517",
Driving Rain Pictures,media_agency,Ingen webbplats,2,????,Stockholm,"59,282956","17,91252",
Est E Ban,media_agency,http://www.esteban.se,2,,Stockholm,"59,345268","18,048506",
Fanny & Alexander Productions,media_agency,http://fannyalexander.se/,2,,Stockholm,"59,3105929","18,0820222",
Filmriding & Company,media_agency,http://www.filmriding.se/,2,,Stockholm,"59,3110489","18,0820173",
Fundament Film,media_agency,https://www.fundamentfilm.se/,2,,Stockholm,"59,3177235","18,0535405",
Getfilm,media_agency,Ingen webbplats,2,,Stockholm,"59,338321","18,052682",
Hacka Industries,media_agency,Ingen webbplats,2,???,Stockholm,"59,318897","18,036034",
Inter Stema AB,media_agency,http://www.interstema.se/,2,Closed,Stockholm,"59,379322","17,903886",
"Ljudolf, Musikstudio",media_agency,http://www.ljudolf.se/,2,closed,Stockholm,"59,3121645","18,0774551",
M A Studio,media_agency,http://www.mastudio.se,2,,Stockholm,"59,345028","18,084234",
Mediabruket,media_agency,Ingen webbplats,2,closed 2019,Stockholm,"59,3174956","18,0659712",
Mediaeffekt AB,media_agency,http://www.mediaeffekt.se/,2,,Stockholm,"59,3209723","18,0655412",
Most Film,media_agency,Ingen webbplats,2,???,Stockholm,"59,337158","18,090992",
Newsmakers,media_agency,http://www.newsmakers.se/,2,Closed,Stockholm,"59,301821","18,092806",
Resonator Stockholm AB,media_agency,http://www.resonatorstockholm.com/,2,,Stockholm,"59,331538","18,027465",
Riogrande Production Sweden,media_agency,http://www.oskargummesson.se,2,Closed,Stockholm,"59,33911","18,05186",
Riverside Records,media_agency,http://www.riverside-records.se,2,,Stockholm,"59,348028","18,050269",
Showpilot AB,media_agency,http://www.showpilot.se,2,,Stockholm,"59,314066","18,073811",
Spectre Industries,media_agency,Ingen webbplats,2,???,Stockholm,"59,3413289","18,0314829",
Stockholms Skepps och Byggnadsvårdshandel,media_agency,http://www.stockholmsskeppshandel.com,2,Closed,Stockholm,"59,3017718","18,0160561",
